id,label,length,membrane,split,prediction,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9
A0A068FIK2,1,1033,S,test,1,0.295468319430556,0.45406898772690973,0.0015626359796529305,0.06278608394865576,0.0878763254913765,0.011017656656642892,0.03487753345548272,0.031142132480848652,0.012484640679506479,0.008715684150368315
A0A0A7EQR3,2,474,S,test,2,0.0005906121210169943,0.010281414702145048,0.95721620109548,0.0004672126950606423,0.008515272270679686,0.0022464287417612336,0.0032941698955151685,0.0034253946429720966,0.012144080336352633,0.0018192134990164712
A0AQW4,0,356,U,test,0,0.9764410981150424,0.008382129172948276,0.00012050240349838341,0.0003711735464568198,0.0026170282701953257,0.0003829558547408251,0.010975145617083643,0.000348685247826545,0.0002758327668575237,8.544900535019745e-05
A0AVI4,5,362,M,test,0,0.349745183205944,0.06846655886117399,0.009616253870680219,0.12349358166523208,0.043265737472290906,0.2578859322018383,0.004471973503552451,0.07788643219167432,0.04080347705407959,0.02436486997353415
A0AVK6,0,867,U,test,0,0.8850550439424056,0.10906017320881675,7.745174682335766e-05,0.0020448761521897124,0.0016820693482443288,0.000521080753681865,0.0001058639803625341,0.0009811424219999944,8.506410036676637e-05,0.0003872343451090926
A0PJY2,0,475,U,test,0,0.9574609329240963,0.03126220576992332,0.00039973033578071177,0.008546611764072998,0.001637533629943478,0.00028345130079837725,3.4583451534438213e-06,7.394268001935845e-05,5.882843520928241e-06,0.0003262504066910591
A1XGB4,4,166,M,test,4,0.00013663702182336823,0.00018970171938384716,0.01560909780373881,0.0002360876112664693,0.835744259321211,0.0196548229493343,0.0010416674907598724,0.007607267293051275,0.11853374606792456,0.0012467127215065297
A1Z9P3,1,1576,S,test,1,0.33401685213845295,0.6048264369609968,0.00016303204395849404,0.007916933681675347,0.0222035883668045,0.005929509977885977,9.888392887074652e-05,0.013052818076491002,0.010695095868617634,0.00109684895624658
A2A8L1,0,1946,U,test,0,0.931505992871508,0.051737231505878126,0.0002757674532442072,0.002657611027951101,0.005827475524314082,0.0031807442061559145,0.000993076780503936,0.002363728245557096,0.0009184458898639568,0.0005399264950235834
A2A935,0,1275,U,test,0,0.7441221345876937,0.2098892890579392,0.0012677013653053112,0.0026011541032322184,0.028294683872125005,0.007705178443127024,0.00031555577329657074,0.0030410570959329723,0.0024056741548411425,0.00035757154650679565
A2A9C3,9,3431,U,test,0,0.6255089067078135,0.26485714868082294,0.004348433177809384,0.041824709514367064,0.013083842314644566,0.03163267382016816,0.0001313113050507304,0.004701777395881081,0.006037201644497581,0.007873995438945054
A2AMM0,1,362,S,test,1,0.3605657595564455,0.39292229068123546,0.020824119897147428,0.024536809481134375,0.13109937592565368,0.025514245582760244,0.001384271920669161,0.03514735848902042,0.005828003058929528,0.0021777654070042306
A2APC3,1,461,S,test,0,0.6056516080252586,0.13395659425919362,0.01117989869892748,0.08725239206474435,0.06187120732856978,0.03525314800064045,0.0029623782752099892,0.03811774718585987,0.019166804564493826,0.0045882215971019625
A2AR95,4,345,M,test,4,0.03883351660091367,0.014078309404105717,0.1378112847586726,0.0069692687234791965,0.6574608517617131,0.0609149731219477,1.8389236619976464e-05,0.06612258237573915,0.017181856123989203,0.0006089678928196801
A2AVQ5,3,414,U,test,3,0.0456410604324009,0.3412196897876447,0.00029690339262985387,0.5988592441664519,0.0045367646479147995,0.004329010798118021,0.00024614153982583075,0.002667026100210742,0.0006484966656033131,0.0015556624691999616
A2RV66,5,269,M,test,4,0.03409176116957304,0.013814728816282389,0.030980335567523692,0.006399400151416966,0.8123685830188141,0.025633486324977386,9.418015710034884e-05,0.06191332269817164,0.014365046361550672,0.000339155734589769
A2XFC1,0,442,U,test,0,0.5836801590085047,0.1865553875442111,0.0011994380163901277,0.09235161639652745,0.009508305328868734,0.01604830304211323,0.04370909975071193,0.01804359276126178,0.015194229009500775,0.03370986914191025
A4D1B5,7,854,U,test,0,0.5940221116964558,0.2698467150747824,0.003216090701408409,0.0362355793642562,0.014526565031216685,0.041382336275382806,0.0007520455028120023,0.02395025893488628,0.011672422613933775,0.004395874804865585
A4Q9F4,1,727,S,test,0,0.7325074934467047,0.1686327976519176,0.007409208581735174,0.027853046204150408,0.04052594119145431,0.006538603156440375,0.004493911545535861,0.005770297457701922,0.0026008767285915467,0.0036678240357680453
A5D6W6,5,292,M,test,5,0.0002559083210215783,0.00041538028539465016,0.003941018114856762,0.015048568062535005,0.05928620294206035,0.8510229545449285,0.00025993832840498314,0.03540141117938794,0.01917237220159431,0.015196246019815974
A6NNB3,4,132,M,test,4,0.004463226153116774,0.005554574646725142,0.00644341914984966,0.028263608527884374,0.8439213793032525,0.08554109347600745,3.328775773454218e-05,0.014981398642079024,0.008738571943092688,0.0020594404002578556
A6XGK3,2,422,S,test,2,0.0006084377864459632,0.003845445423576799,0.8978602523499276,0.003138561140620066,0.00741228990116336,0.029201882643036862,0.003114136741426139,0.010210860108122177,0.04038473800598829,0.004223395899692739
A6YSL1,6,525,S,test,3,0.27471711694350515,0.0359647266983434,0.0016335276567339145,0.5132391352411156,0.005191340009664986,0.0110762638667584,0.13921984757891223,0.002735643826938681,0.002651476947887786,0.01357092123013982
A7MAS3,1,351,S,test,1,0.23884003620859576,0.4843584456669195,0.030246720700449117,0.11216091674589794,0.00820464345502573,0.05205789698087386,0.007707549052743665,0.02819304060889138,0.021785894595436152,0.01644485598516693
A7WNV3,2,70,S,test,2,0.0009370588127009297,1.8127562522786362e-05,0.9882426747400216,0.0015646875660924027,0.0027541692526257024,0.005105422752609095,0.0002813560973113096,0.0002581868291821876,0.0008334374194865963,4.87896744743115e-06
A7WNV4,2,70,S,test,2,0.0005857678397492404,8.587153268119609e-06,0.9910470704542962,0.0015448006817825888,0.002032586112096673,0.0038047946922428137,0.00026505963971352846,0.00023759790596335973,0.0004688427077614485,4.892813126089322e-06
A7WNV7,2,62,S,test,2,0.018367527450610426,0.00015432222032844766,0.9148750503342528,0.008899321041050125,0.010930328866667616,0.030940585508579702,0.0067438517295264075,0.002113773766124392,0.006957924609841877,1.7314473018233446e-05
