id,label,length,membrane,split,prediction,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9
A0A068FIK2,1,1033,S,test,1,0.019611779856090358,0.9598292237497951,0.00025076361234364154,0.007620316098150262,0.0018820852519471137,0.00018346257514178385,0.0002587236847003285,0.0005922243658370721,0.008839720975380478,0.0009316998306138418
A0A0A7EQR3,2,474,S,test,2,0.00029553898054592226,0.0006712309504019335,0.9828145775767654,0.0009392209752130006,0.001591439908357049,0.0008033582537666317,0.0007546852450992512,0.00017373839920027824,0.0118052631737829,0.00015094653686769066
A0AQW4,0,356,U,test,0,0.9959576842973378,0.00041458596147606064,4.665173455818795e-05,0.00010189675350948369,0.0009011282342187537,2.9653643999213978e-05,0.0024495204267103916,2.2736236400038888e-05,6.277676658187398e-05,1.3365945208225894e-05
A0AVI4,5,362,M,test,5,0.03574329682672734,0.1092403253844,0.01012131963563568,0.0007594204652315525,0.0003878740318372618,0.7235540885363115,0.06421907368346799,0.042280734390125155,0.006259969554783896,0.007433897491479553
A0AVK6,0,867,U,test,0,0.9833337291008346,0.00844129804004078,0.0002267172865223675,0.0016110498867813346,0.0019893810877585176,0.00011761938618703991,0.0033708580781430385,0.00021298119417409808,0.000597320488547458,9.90454510107517e-05
A0PJY2,0,475,U,test,0,0.9974021873182111,0.00026365149361644796,4.187899282201279e-05,0.00014503453239395563,0.0011056866800224219,2.9696653673778254e-05,0.000934725688954106,1.3596119299399478e-05,5.591578950855948e-05,7.626731498294623e-06
A1XGB4,4,166,M,test,4,0.01514402877911799,5.150958053618146e-05,0.0033790894673514094,0.00213950610319033,0.9116558373474755,0.013106064562665647,0.0008712185569283502,0.004718970471054809,0.048315988703898034,0.0006177864277817565
A1Z9P3,1,1576,S,test,1,0.02263365429553887,0.9624074399330793,0.001534234568441965,0.00047714389779373077,0.0015104484742078813,6.357327023073606e-05,0.00010646519910857883,0.00418476095496799,0.006769360764709286,0.00031291864192165974
A2A8L1,0,1946,U,test,0,0.9974446610061135,0.000979625882226938,5.462282891234063e-05,0.0001562149812711994,0.0005102123355143792,1.2772915474034598e-05,0.0007569961773687907,2.7040261400057214e-05,4.973465242707918e-05,8.118959291704345e-06
A2A935,0,1275,U,test,0,0.9955840338123505,0.0012852918113496368,8.184562163235399e-05,0.00040285826216496793,0.0014338466040637286,1.444660975880515e-05,0.000991258500686804,6.275321852149472e-05,0.0001338904935874898,9.775065884213375e-06
A2A9C3,9,3431,U,test,1,0.05600848322775715,0.8425563985800473,0.002854625368367724,0.0026400968326303026,0.0025191981180178943,0.016459350347626855,0.006741723375339506,0.0033114232810677238,0.05386282766964143,0.013045873199504189
A2AMM0,1,362,S,test,1,0.00837111767601691,0.9523363418009549,0.007590421233776468,0.0014772293876714393,0.0004232333054768083,0.010631285548402918,0.00038535828254193704,0.009001752454100311,0.0065818041017355645,0.003201456209322706
A2APC3,1,461,S,test,1,0.2480228535797928,0.6637435732701541,0.0017242132529472487,0.06520808076686462,0.004168613085128799,0.0005597701175842197,0.006257829327166139,0.0013220003204741312,0.003885574859336301,0.005107491420551628
A2AR95,4,345,M,test,4,0.005441477165238465,1.6017484853832375e-05,8.933835629724883e-05,0.0002998758085298132,0.9894761389988896,0.0008263681123813792,6.639063504794283e-05,0.0024719024783548113,0.0012987904795468727,1.3700480859971332e-05
A2AVQ5,3,414,U,test,1,0.005310670339635183,0.9656902560430297,0.00314646839313209,0.0011942645817196863,0.00026440272832390244,0.005147278631249897,0.0012036313591005363,0.005127211422477819,0.007156764605354909,0.00575905189597629
A2RV66,5,269,M,test,4,0.015391863314852382,1.87399350459496e-05,0.0007603522569760665,0.00402305750367572,0.9302017908511714,0.029208625425529367,0.0008157388849118736,0.002612745451068509,0.016513059305855886,0.0004540270709128956
A2XFC1,0,442,U,test,0,0.9959823993136226,0.0009261313795870652,5.8060457166798284e-05,0.0007004473852239017,0.00044894259222410854,9.18649829841207e-06,0.0017921519483299585,3.0595710688892075e-05,3.8076976672439896e-05,1.4007738185819993e-05
A4D1B5,7,854,U,test,0,0.9282379168131315,0.021660182194665947,0.0005296907388680079,0.0018779167517387208,0.004101747452490096,0.004814197161987423,0.023420240416039777,0.005124686159056348,0.009425740380983396,0.0008076819310387756
A4Q9F4,1,727,S,test,1,0.0027720111642333713,0.99125086118331,0.000556878980729376,0.0005525453034878375,0.0002844259452137436,0.0005231393720735997,0.0004203542941961101,0.0007320036161331667,0.0007320036161331667,0.002175776524489661
A5D6W6,5,292,M,test,5,0.004050036318948269,0.0001920302626442836,0.0004395616512905322,0.0009828587931389383,0.0005470433290282553,0.859325425285244,0.008023057842104074,0.020850911716820523,0.10263178659640065,0.0029572882043804355
A6NNB3,4,132,M,test,4,0.0012346685300029915,6.226180126281386e-06,6.589997012532059e-05,0.0005143095581806247,0.9821633618327763,0.009332544095987255,0.00013521795227991676,0.000496542542943215,0.005840157112156543,0.0002110722254215352
A6XGK3,2,422,S,test,2,0.00034497846384801833,0.0012423151387254514,0.75236885218997,0.01396980946586605,0.003147675359328844,0.06080072250257648,0.002113249343015147,0.00019051519827006835,0.16018858228196126,0.005633300056438692
A6YSL1,6,525,S,test,6,0.007209973083862629,9.218942610890831e-05,4.220739801851238e-05,0.0016469131543081067,0.00012213114187294095,0.0008370636658942211,0.989638943781015,5.2527954830544126e-05,6.045929811853836e-05,0.0002975910959705847
A7MAS3,1,351,S,test,7,0.0262963546677886,0.40734672199820465,0.017211922625902987,0.00012059284979177802,0.002071793790746303,0.023025856910737382,0.002039673404393673,0.4336183351488764,0.08672912234524106,0.0015396262583171406
A7WNV3,2,70,S,test,2,5.183116557164178e-05,0.00013655693657479794,0.9918891104623978,0.00048603119919910697,0.0003125819194171741,0.0018093555772214125,0.000802896648677005,0.00014536410325212575,0.004149752815918669,0.00021651917177022302
A7WNV4,2,70,S,test,2,4.45879150676552e-05,6.190418313286424e-05,0.9975801896282728,0.0002807056307533473,0.00020297601584469985,0.0003359606443086476,0.0002930300830796489,4.529007037274018e-05,0.001101572537963066,5.3783291204606866e-05
A7WNV7,2,62,S,test,2,0.0001745492610017475,0.00012185500842624026,0.9720931552521408,0.0018912994813188096,0.0007012271601810242,0.004662761418338088,0.0025737643917212267,0.00014698519807331638,0.017392065203057767,0.00024233762574094338
A8B5P0,2,69,S,test,2,6.555176060596899e-05,5.695235592014761e-05,0.9923588956998226,0.0023655778615901315,0.0004977928070633135,0.0007877401697235922,0.0010229173747286818,3.296149728602779e-05,0.002691042322003183,0.00012056815125634235
A8E0R9,1,1083,S,test,4,0.09234293896138443,0.10141887150606163,0.0013590136586295726,0.09453277643955323,0.6409870030169338,0.0010419919080171846,0.0004276326377399733,0.001977353198012965,0.06446575614878175,0.0014466625248854593
A8IVX2,1,524,S,test,1,0.03725389432384632,0.923983226504457,0.0043803621567942205,0.008215623998605212,0.00194377384435601,0.005366932194430679,0.0026986629534946965,0.0009547496552929767,0.011791344862451982,0.0034114295062708903
A8MQ27,1,555,S,test,0,0.6261458882378835,0.08507129464502007,0.00128670326165673,0.003841386707309115,0.19397094859562952,0.008522488837593418,0.014272483240984594,0.02150939199203335,0.04081765506236794,0.004561759419521756
A8MUP2,3,240,U,test,3,0.01462205485606598,0.004547429693773374,0.000343877760706663,0.9781430867359402,0.0004450108930366577,0.00019289794545122215,0.0007995397242673586,3.2489315038002054e-05,0.0004180490465484135,0.00045556402917213323
B0BMY1,8,293,M,test,4,0.00975675127813039,1.59538326503798e-05,0.0009492162354543472,0.003223725185416914,0.8697395976836003,0.08217234763216226,0.0018877419376189886,0.0014361183325870893,0.030466611949040073,0.0003519359333392461
B0FHH8,2,151,S,test,2,6.085640193162389e-05,2.874653067140273e-05,0.9961390129772199,0.00037866130299758717,0.00031269738242942566,0.00026956195402702576,0.00010271463053274698,4.182595609037855e-05,0.002628430319307682,3.749254479222173e-05
B2D6M2,0,612,U,test,2,0.021602488938519442,0.022028561563543762,0.45650052779831174,0.0020489753114230854,0.001672324948370579,0.21732681873289011,0.12977178325300315,0.03716208765871636,0.10106636529682986,0.010820066498391906
B2RNN3,2,333,S,test,2,0.00021935220158173605,8.589955991945646e-05,0.9815897028794983,0.0013675236400379266,0.0006497685471424228,0.003417868522532467,0.0003191555921842879,7.233467971088026e-05,0.01197622398384153,0.0003021703935510181
B2RXS4,4,1842,M,test,2,0.0011568831840465994,0.0007706503485370853,0.8451207433806274,0.004504624222466217,0.002566657489607228,0.02847010149785985,0.0014739075120442458,0.0005380007100706618,0.11260144666329752,0.0027969849914431764
B2RYG6,1,271,S,test,1,0.03972678828676505,0.9401959051329765,0.0011008561669429695,0.007716446100866323,0.0005892459013459814,0.0004809284821380588,0.003941174792117178,0.00038643686737850245,0.00449218064485956,0.001370037624609952
B3A0P0,2,47,S,test,2,0.026473489271217936,0.004760360716846268,0.6689009475999096,0.2578842932750545,0.010316669659242458,0.006306453797789485,0.005742091476042709,0.002162491415613758,0.012839302773622819,0.004613900014660436
B3A0P8,2,318,S,test,2,0.005360539986983233,0.0032768319265543485,0.6442759614313371,0.06659276764085292,0.06280295532545146,0.01771438675433634,0.0016476947300610636,0.003598896310435095,0.1934467399450754,0.0012832259489129474
B3A0Q1,2,203,S,test,2,0.00019866302223496565,7.08354882934774e-05,0.991758665924683,0.00075268086701339,0.0002890529986338101,0.001010866513313216,0.0012449058140066005,0.00011143985590479507,0.004451449660011978,0.00011143985590479507
B3A0Q2,2,296,S,test,2,0.003935059931073955,0.0016403769948800974,0.8698872342148268,0.0009718912036263535,0.0018443254352372045,0.06107567168876923,0.010286821522333959,0.001505294494487171,0.047565777865354944,0.0012875466494103017
B3A0Q4,2,185,S,test,2,0.0005623384766195709,0.00013356710249068384,0.9113925289763679,0.0037028927850617675,0.0022591162640168906,0.021942186703750546,0.006142414175389063,0.0009271393888702876,0.05222695368012886,0.0007108624473043914
B3A0Q9,2,121,S,test,2,0.0001181893839722881,6.840276592147655e-05,0.9880991118629651,0.0009260072407915702,0.00012194111492626205,0.0016093996070727524,0.00010930731005949916,0.00018305529978601828,0.00868335512135438,8.123029315070887e-05
B3A0R3,2,264,S,test,2,0.023241606607374555,0.001631816919163392,0.9139894639413821,0.002886389738921567,0.011271881423483867,0.016083276589716346,0.0017644147913237049,0.0018490907598580487,0.02696073543533813,0.00032132379343828056
B3A0R5,2,214,S,test,2,0.0012112548102514518,4.481473850201158e-05,0.9273043509352719,0.0036302917618396637,0.011358178709135393,0.017660743799614093,0.0010120411940186113,0.0003752292103974226,0.037096841676961236,0.0003062531640082983
B3A0R6,2,513,S,test,4,0.001906931800748781,2.0532332874420234e-05,0.001270290498089211,0.000387416680907506,0.9878151106973584,0.0012727738702559236,0.0002747195825860247,0.0037776016181174307,0.0032438002353719743,3.0822683690323835e-05
B3A0R9,2,119,S,test,2,0.001160486339725977,0.0003172593081720745,0.8884373382427535,0.012355156245000708,0.0033059176227008616,0.03873144010276355,0.004885829422960907,0.0008759809504858727,0.04820205262898609,0.0017285391364504931
B3A0S3,2,489,S,test,4,0.009525676973587109,0.00024412581493993033,0.005088778594994276,0.0004855021908100434,0.9199354147658821,0.0032031899396398463,0.00135102831664494,0.05438989809503319,0.005711698402439635,6.46869060289245e-05
B3A0S4,2,195,S,test,2,0.0003376291028240414,0.0004268031569397068,0.8881962192122316,0.007176654342650825,0.001089880070095044,0.008439665193419404,0.0032158733252789957,0.0007490629626111495,0.08932824179412871,0.0010399708398205944
B3EWF4,2,109,S,test,2,0.000378097582243819,0.00032340403001040384,0.9792354267233407,0.0005856090444782285,0.0005587920163244129,0.0022558569322294877,0.006649785723087009,0.0003496831320243373,0.009451251275709973,0.00021209354055161403
B3EWF5,2,111,S,test,2,0.0009892137958250314,0.00046002718255443083,0.9424946686386606,0.003912416662017965,0.002177587892830931,0.006137089196335035,0.005097772342629287,0.0011297176563822484,0.03683110613946633,0.0007704004932981336
B3EWF6,2,108,S,test,2,0.00016994393848357168,0.0003890055656287224,0.9918663696100105,0.0010050700104750308,0.00014997500086057076,0.000417342072447893,0.00043396708195024417,0.0003101422791496449,0.005164332478709733,9.385196228409752e-05
B3EWT2,2,40,S,test,2,0.0008655515080117196,0.00032091600648492395,0.9870040136381906,0.005513359302987518,0.0011993544275441545,0.00019162767902505308,0.00041206430593864385,2.474638457357284e-05,0.004395633079969351,7.273366727454916e-05
B3EWT3,2,51,S,test,2,0.001869465996898517,0.00014528837920810882,0.931308246741454,0.02856594623391962,0.003058242266919059,0.006627832335935369,0.001245332698246759,3.9719632448217465e-05,0.026419182421918264,0.0007207432930520857
B3FIV1,2,99,S,test,2,7.243611254796564e-05,5.866055221610885e-05,0.9984456208319831,0.00013323040128770234,0.0002015711608504154,5.510649048688817e-05,4.532936374199548e-05,6.911901785625546e-05,0.0009069149839873826,1.2011085042237743e-05
B3VZU0,2,67,S,test,2,5.71306370194075e-05,5.8030316335555025e-05,0.9954653259868778,0.00029470226328302395,0.0004896927211125643,0.0005022854812270147,0.00047093288924253277,5.8030316335555025e-05,0.0025458390722310773,5.8030316335555025e-05
B5A9S9,2,59,S,test,2,8.234353717856662e-05,7.266791731992319e-05,0.986111810241846,0.0008480429381734854,0.0003604894046824303,0.0020185179171335085,0.0009972891345683458,0.00010088942293449392,0.009297144140305736,0.00011080534585747032
B5BUZ8,1,675,S,test,1,0.07470762879235113,0.6110291603367095,0.01816541924193177,0.10453476221067588,0.1082751772626455,0.0316331988946663,0.005204479779951568,0.0019447720067692904,0.025318895042274372,0.019186506432024658
B5X0I6,0,1091,U,test,0,0.9980890206108255,0.0005195956316127367,2.6225251262204934e-05,0.00011481076359919579,0.0002527365579565713,2.2784891495128943e-05,0.0009065910836072049,1.859648879225121e-05,3.936876514883847e-05,1.0269955700390089e-05
B6GX22,2,445,S,test,2,5.028245678387289e-05,0.00018107407128574343,0.9927967533192802,0.00028486949559370305,5.971189445029568e-05,0.0023666218273833686,0.00010317290062897467,2.4891621200403846e-05,0.0036086671833457434,0.000523955230047728
B6RGY0,6,260,S,test,6,0.0011961983934060455,6.144569463373651e-05,1.5657755220966455e-05,3.1383391488219705e-05,1.9793256717021e-05,0.0005519548408699856,0.9979578216217193,2.6427463928846724e-05,1.8305769043344596e-05,0.00012101181297248097
B6TVL4,6,395,M,test,6,0.0008906412466740615,0.0006929550355918953,0.0001088944633629574,0.0006592880131205001,9.740736254900735e-06,0.004666626325582415,0.9920876148336667,3.7928078217260034e-05,4.794558464388368e-05,0.0007983656828854768
B8B0E2,6,1246,S,test,6,0.008798027543676399,0.0005690689517253617,0.00017697933338440053,0.0001056791822983475,4.074295127341358e-05,0.0038737194265011416,0.9856266527875618,0.00011337721105376989,4.203627458669598e-05,0.0006537163379387241
B8YG19,2,671,S,test,2,0.00011311384758704634,0.0006358465348472211,0.991049525926473,0.0006821637730886332,8.147284331862876e-05,0.0006715877890979088,6.345111636367067e-05,5.098440544206416e-05,0.006574111835517395,7.77419282644197e-05
B9DFZ0,6,386,S,test,0,0.9978977427538671,0.0011324697390791903,5.054080968025203e-05,0.00032572788721937034,0.00021783080561181634,1.4034675566986661e-05,0.0002829972941578437,2.106854296191376e-05,4.74786938188649e-05,1.0108798036643918e-05
B9V5F5,1,649,S,test,1,0.0007516759306689003,0.824312752360392,0.004843846578841588,6.568071265917686e-05,0.00017304563115355206,0.004287745058248151,0.00025177989841026436,0.15488377693303437,0.00660864174099353,0.003821055155598446
C0HJQ5,2,57,S,test,2,2.8355501481980405e-05,2.7057006735054807e-05,0.9980623635304172,0.00020546788757889805,8.077730720463482e-05,0.000133700501011056,9.74360277419245e-05,1.9795329636142173e-05,0.0013139044837910635,3.1142424402073246e-05
C0HJZ6,2,66,S,test,2,3.266209848311746e-05,4.12887568889532e-05,0.9988304157658859,0.0001131147490487123,9.160311290717648e-05,0.0001588954635234153,8.340558317045316e-05,3.317645043681107e-05,0.0005949986031012443,2.04394165541982e-05
C0HJZ7,2,66,S,test,2,3.266209848311746e-05,4.12887568889532e-05,0.9988304157658859,0.0001131147490487123,9.160311290717648e-05,0.0001588954635234153,8.340558317045316e-05,3.317645043681107e-05,0.0005949986031012443,2.04394165541982e-05
C0HJZ8,2,66,S,test,2,4.751274117736735e-05,3.422214609790301e-05,0.9986133459221889,0.00014923604439025037,0.00015040651312610704,0.00014692233355161245,9.016333828755698e-05,3.7585672106664553e-05,0.0007091896176691167,2.1415671404579432e-05
C0HJZ9,2,66,S,test,2,2.707979452737039e-05,4.6789691314022556e-05,0.9989029491362846,9.751809144232245e-05,6.969303874238072e-05,0.0001665331127765927,7.190533010613734e-05,3.6439848638717365e-05,0.0005589900718674597,2.2101884300393288e-05
C0HK00,2,66,S,test,2,2.836717526838307e-05,5.017641609896198e-05,0.9984732696302234,0.0001576025643618786,8.0810567305557e-05,0.00023658945625163616,0.00010959537351372965,3.877333338916312e-05,0.0007941432536503147,3.067222993693999e-05
C0HK01,2,73,S,test,2,2.245573743956348e-05,5.3033361589118475e-05,0.9991609839484148,4.1952841029938205e-05,4.13024212870493e-05,0.00016399361057695022,7.192390309442088e-05,5.557848817456329e-05,0.0003710117380860917,1.7763950307562526e-05
C0HK02,2,73,S,test,2,2.625553051261366e-05,6.0099510392064016e-05,0.9992413898812148,6.057087240999344e-05,4.717264342803151e-05,0.00010840188452562833,7.597289655672347e-05,3.6452196142050704e-05,0.0003287246342303149,1.4959950587789739e-05
C0HK03,2,73,S,test,2,2.3906993665862464e-05,5.646076926039085e-05,0.9992857721779871,4.982645563172093e-05,4.466414482311721e-05,0.00010589545817785995,7.597627262750909e-05,3.3191577029468635e-05,0.000310030632734389,1.4275518062600482e-05
C0IW58,2,330,S,test,2,0.0012668839545593403,0.0037235790977001378,0.3051902439388038,0.0026404129616380114,0.0020887384311512533,0.23036967864249513,0.12330800640830182,0.0011716761256537803,0.24142535708187043,0.08881542335782631
C4LY96,1,1151,S,test,1,0.0017477430810770881,0.7743897309133629,0.02723271726930065,0.001220121377324993,0.00024788267497820516,0.046143806702624496,0.0033426463513171268,0.0013825784905687063,0.053947578217542765,0.09034519492190297
C4M1E4,1,1153,S,test,1,0.001401092269649587,0.9319247985290028,0.00848273859184524,0.00041416208151478557,8.681308800202105e-05,0.022789835811157913,0.0007737566393507725,0.0016638382521254006,0.014714222984764998,0.017748741752586537
C5J888,2,75,S,test,2,0.00015455763432796412,8.403153868348929e-05,0.99072483891517,0.0006257836214265378,0.0007788002661747971,0.0007895210111237889,0.0004760710471628132,7.771645872848716e-05,0.006222205093945769,6.647441325625986e-05
C5J8E3,2,62,S,test,2,0.0005633422665805096,0.0003470650791707427,0.844404887472372,0.01589454246916402,0.008278253945417128,0.016919652893619002,0.0024662398251949352,0.001137982639497209,0.10904461265891448,0.000943420750070013
C5P3X6,2,276,S,test,2,0.00022273233145043083,7.008583487847086e-05,0.9363275946903614,0.0006807248556257591,0.0008275509566974751,0.03057217851522919,0.0006007375111789362,0.00022623985262840927,0.029631572439177356,0.0008405830127725914
C6Y4C9,1,138,S,test,1,0.0020177935855595717,0.5508043462371898,0.13082749346007325,0.005703426734633114,0.0005781075758413708,0.12680236178239307,0.01826761014876308,0.004994087186328107,0.0686724669433484,0.09133230634587022
C7AU21,6,278,U,test,6,0.014455610066920426,0.0002078154349992902,0.00014061494322941328,0.0004512587654765062,7.826400883908816e-05,0.0020342863149759682,0.9822369367539604,1.5411098788431803e-05,3.583187333952451e-05,0.0003439707394709596
C9JLW8,0,97,U,test,0,0.4641110590396243,0.16548389165572097,0.09373901766959761,0.006219091347941959,0.010333968307200878,0.12638623988928974,0.06864793585865211,0.004919706368968438,0.05217361813006249,0.007985471732941509
D0VWU3,2,499,S,test,2,0.002595528370681378,0.00357549084979677,0.4433746126266672,0.005243111151541168,0.0010324296980052982,0.33994711803059113,0.11476110119232308,0.0011163227658611333,0.061908968563345594,0.026445316751187217
D0VWV4,3,169,M,test,3,0.00029849663050568145,0.0001283818019122269,0.0005321278133581532,0.9926502456611553,0.0003489779186323689,0.0014226577431990174,0.0018392590173280004,1.8786408185061305e-05,0.0010332431696952241,0.0017278238360288868
D2CZZ9,8,281,U,test,5,0.002154811041466223,0.00017278029149102311,0.0665125393751609,0.007218790517608416,0.0015642251100372454,0.8102886318336914,0.0016392937918107361,0.002072261393927155,0.10463891509857974,0.003737751546227132
D2Y171,2,76,S,test,2,3.476785218750021e-05,7.653557536605673e-05,0.9988083252310552,0.00010709252190155013,5.7772082315014195e-05,0.00010461172609115615,0.0001850392909917997,3.531536796578418e-05,0.000567739039349386,2.2801312776529043e-05
D3Z3K2,0,276,U,test,0,0.9956268132076077,0.0002683730027523764,6.68033255685825e-05,0.0012592558469939716,0.0005295699313342769,0.0005072969417078034,0.0012549590733403249,3.3070042784428256e-05,0.0003366151491201012,0.00011724347879046156
D3ZAW2,3,406,U,test,3,0.000163686389970341,0.0001571085167939811,4.162961365631671e-05,0.9992389738976942,0.00010303427614461715,2.466472884670857e-05,1.8911103438675474e-05,5.251423803822971e-06,0.00010424881537666015,0.00014249123427460597
D3ZD32,0,1948,U,test,0,0.9977190709583922,0.0008818103368141019,5.5066387105472566e-05,0.00014283133784093272,0.00044687974872806345,9.796028166977594e-06,0.0006761074150140513,2.1064770301440113e-05,4.124281957635395e-05,6.130198060368173e-06
D4AK17,2,305,S,test,2,2.031910160485217e-05,0.00012544580988006732,0.9929508487558902,0.0010340608884424533,4.169208921865191e-05,0.0009638507544162284,0.00012350096109398794,2.5287530760531693e-05,0.004562490775067831,0.00015250333362518695
D4AL26,2,365,S,test,2,0.0003308473708524787,0.004823932001908397,0.6993503633449804,0.0019038951894123925,0.0005044819599682502,0.11239583146322728,0.02011214214768994,0.0005990871631400058,0.10075097621686441,0.059228443141956494
D4ALW9,2,271,S,test,2,9.816684226003382e-05,0.00037631194756617564,0.9746108102696879,0.00045747900954279185,0.00011841181607054262,0.013059792172593884,0.00030713685705332925,0.00011657601191998768,0.009705212945934894,0.001150102127370472
D4AMW3,2,190,S,test,2,0.00032655598612899944,0.00024267580542756715,0.9288721288158766,0.003215411981253571,0.0011221214909152327,0.014666024916907678,0.0008145728094204482,0.00023891346587048145,0.050003656350680194,0.0004979383775192429
D4AR77,2,930,S,test,5,0.00032374583111124364,0.0003500526671751548,0.06990962509923634,0.0002857046797954271,0.00027262131468372544,0.8787086649245398,0.0018341449412392248,0.002247241336729604,0.037419926559202364,0.008648272646287168
